ZSCORE_ONCODRIVECLUST	PVALUE_ONCODRIVEFM	DRIVER_LABEL	CLUST_COORDS	SYMBOL	POOL_SIGNALS	MUTS_CS	MUTS_PAM	KNOWN_DRIVER	ONCODRIVE_ROLE	PVALUE_ONCODRIVECLUST	GENE	QVALUE_ONCODRIVEFM	PROJECT	SIGNAL_COUNT	SIGNALS	CANCER_TYPE	MUTS_PAM_SAMPLES	MUTS_CS_SAMPLES	QVALUE_ONCODRIVECLUST
	1.11022302463e-16	perProject_driver		MYB	F	11	10.0	True	0.2695		ENSG00000118513	4.572100274140001e-15	BRCA_TCGA	2	RF	BRCA	10.0	11	
	2.35605492893e-08	perProject_driver		ZFP36L1		10	8.0		0.0455		ENSG00000185650	5.617330962140001e-07	BRCA_TCGA	2	RF	BRCA	8.0	10	
		perProject_driver		TBL1XR1	RF	10	9.0		0.127		ENSG00000177565		BRCA_TCGA	1	R	BRCA	7.0	8	
	0.000485474448464	perProject_driver		CASP8	RF	10	10.0		0.011000000000000001		ENSG00000064012	0.00536390061352	BRCA_TCGA	2	RF	BRCA	10.0	10	
	5.37862088201e-10	perProject_driver		CAD	F	9	8.0		0.8805		ENSG00000084774	1.3536195886399998e-08	BRCA_TCGA	1	F	BRCA	8.0	9	
	0.000588218877342	perProject_driver		ARID4B		9	7.0		0.17300000000000001		ENSG00000054267	0.006181634522439999	BRCA_TCGA	1	F	BRCA	7.0	9	
	0.000309181850823	perProject_driver		CCAR1	F	9	9.0		0.012		ENSG00000060339	0.0036857731163899995	BRCA_TCGA	1	F	BRCA	9.0	9	
	0.000145569553535	perProject_driver		SRGAP1		8	8.0		0.9505		ENSG00000196935	0.00199827296217	BRCA_TCGA	1	F	BRCA	8.0	8	
	0.0006197809408840001	perProject_driver		ACVR1B	F	8	7.0		0.187		ENSG00000135503	0.0062391281382299995	BRCA_TCGA	1	F	BRCA	6.0	7	
	1.11022302463e-16	perProject_driver		CDKN1B	RF	7	7.0		0.0515		ENSG00000111276	4.572100274140001e-15	BRCA_TCGA	2	RF	BRCA	7.0	7	
		perProject_driver		RFC4		7	2.0		0.8465		ENSG00000163918		BRCA_TCGA	1	R	BRCA	2.0	6	
5.54615384615		perProject_driver	[12,12]:5	KRAS	RFC	7	5.0	True	0.9995	1.4601095077599999e-08	ENSG00000133703		BRCA_TCGA	2	RC	BRCA	5.0	7	5.11038327715e-07
		perProject_driver		GPS2	F	6	6.0		0.012		ENSG00000132522		BRCA_TCGA	1	R	BRCA	6.0	6	
		Pooled_driver		NSD1	F	7	2.0	True	0.0015		ENSG00000165671		BRCA_TCGA	0		BRCA	2.0	7	
		Pooled_driver		MED24	R	7	5.0		0.4115		ENSG00000008838		BRCA_TCGA	0		BRCA	3.0	5	
		Pooled_driver		POLR2B	F	6	2.0		0.865		ENSG00000047315		BRCA_TCGA	0		BRCA	2.0	6	
		Pooled_driver		FLT3	R	6	3.0	True	0.9520000000000001		ENSG00000122025		BRCA_TCGA	0		BRCA	3.0	6	
		Pooled_driver		BPTF	F	6	3.0		0.937		ENSG00000171634		BRCA_TCGA	0		BRCA	3.0	6	
		Pooled_driver		BMPR2	F	5	3.0		0.0405		ENSG00000204217		BRCA_TCGA	0		BRCA	3.0	5	
		Pooled_driver		PBRM1	RF	5	3.0	True	0.0025		ENSG00000163939		BRCA_TCGA	0		BRCA	3.0	5	
		Pooled_driver		MLH1	F	5	2.0	True	0.0335		ENSG00000076242		BRCA_TCGA	0		BRCA	2.0	4	
		Pooled_driver		CIC	RF	5	2.0	True	0.079		ENSG00000079432		BRCA_TCGA	0		BRCA	2.0	5	
		Pooled_driver		LRP6	F	5	3.0		0.927		ENSG00000070018		BRCA_TCGA	0		BRCA	3.0	5	
		Pooled_driver		CNOT3	F	5	3.0		0.9095		ENSG00000088038		BRCA_TCGA	0		BRCA	3.0	5	
		Pooled_driver		AFF4	F	5	3.0	True	0.682		ENSG00000072364		BRCA_TCGA	0		BRCA	3.0	5	
		Pooled_driver		TOM1	F	4	3.0		0.2215		ENSG00000100284		BRCA_TCGA	0		BRCA	3.0	4	
		Pooled_driver		TCF7L2	F	4	3.0	True	0.013000000000000001		ENSG00000148737		BRCA_TCGA	0		BRCA	3.0	4	
		Pooled_driver		CAST	F	4	3.0		0.0135		ENSG00000153113		BRCA_TCGA	0		BRCA	3.0	4	
		Pooled_driver		MUC20	R	4	2.0		0.2965		ENSG00000176945		BRCA_TCGA	0		BRCA	2.0	4	
		Pooled_driver		ERBB2IP	F	4	3.0		0.2055		ENSG00000112851		BRCA_TCGA	0		BRCA	3.0	4	
		Pooled_driver		HSPA8	F	4	2.0		0.768		ENSG00000109971		BRCA_TCGA	0		BRCA	2.0	4	
		Pooled_driver		NUP107	F	4	3.0		0.877		ENSG00000111581		BRCA_TCGA	0		BRCA	3.0	4	
		Pooled_driver		DDX3X	F	4	2.0		0.1495		ENSG00000215301		BRCA_TCGA	0		BRCA	2.0	4	
		Pooled_driver		ITSN1	F	4	3.0		0.2875		ENSG00000205726		BRCA_TCGA	0		BRCA	3.0	4	
		Pooled_driver		CHEK2	F	4	3.0	True	0.2895		ENSG00000183765		BRCA_TCGA	0		BRCA	3.0	4	
		Pooled_driver		SOS1	F	4	3.0		0.7365		ENSG00000115904		BRCA_TCGA	0		BRCA	3.0	4	
		Pooled_driver		DDX5	RF	4	3.0	True	0.126		ENSG00000108654		BRCA_TCGA	0		BRCA	3.0	4	
		Pooled_driver		DIS3	F	4	3.0		0.8525		ENSG00000083520		BRCA_TCGA	0		BRCA	3.0	4	
		Pooled_driver		MKL1	F	4	2.0	True	0.706		ENSG00000196588		BRCA_TCGA	0		BRCA	2.0	4	
		Pooled_driver		ARFGEF2	R	4	3.0		0.862		ENSG00000124198		BRCA_TCGA	0		BRCA	3.0	4	
		Pooled_driver		PIP5K1A	F	4	2.0		0.547		ENSG00000143398		BRCA_TCGA	0		BRCA	2.0	4	
		Pooled_driver		NOTCH1	F	4	4.0	True	0.0575		ENSG00000148400		BRCA_TCGA	0		BRCA	3.0	3	
		Pooled_driver		HLF	F	4	3.0	True	0.8865		ENSG00000108924		BRCA_TCGA	0		BRCA	3.0	4	
		Pooled_driver		RBM5	F	3	3.0		0.0315		ENSG00000003756		BRCA_TCGA	0		BRCA	3.0	3	
		Pooled_driver		MAX	F	3	2.0		0.7240000000000001		ENSG00000125952		BRCA_TCGA	0		BRCA	2.0	3	
		Pooled_driver		RBBP7	F	3	2.0		0.8859999999999999		ENSG00000102054		BRCA_TCGA	0		BRCA	2.0	3	
		Pooled_driver		STIP1	F	3	2.0		0.032		ENSG00000168439		BRCA_TCGA	0		BRCA	2.0	3	
		Pooled_driver		BAP1	RF	3	2.0	True	0.0015		ENSG00000163930		BRCA_TCGA	0		BRCA	2.0	3	
		Pooled_driver		SMAD4	RF	3	3.0	True	0.016		ENSG00000141646		BRCA_TCGA	0		BRCA	3.0	3	
		Pooled_driver		ELF1	F	3	2.0		0.0395		ENSG00000120690		BRCA_TCGA	0		BRCA	2.0	3	
		Pooled_driver		CLTC	F	3	2.0	True	0.8705		ENSG00000141367		BRCA_TCGA	0		BRCA	2.0	3	
		Pooled_driver		BRAF	RFC	3	3.0	True	0.9995		ENSG00000157764		BRCA_TCGA	0		BRCA	3.0	3	
		Pooled_driver		RPL5	RF	3	3.0		0.059000000000000004		ENSG00000122406		BRCA_TCGA	0		BRCA	3.0	3	
		Pooled_driver		ATIC	F	3	3.0	True	0.0305		ENSG00000138363		BRCA_TCGA	0		BRCA	3.0	3	
		Pooled_driver		LCP1	F	3	3.0	True	0.013999999999999999		ENSG00000136167		BRCA_TCGA	0		BRCA	3.0	3	
		Pooled_driver		IDH1	RFC	3	2.0	True	0.995		ENSG00000138413		BRCA_TCGA	0		BRCA	2.0	3	
		Pooled_driver		STK4	F	3	3.0		0.401		ENSG00000101109		BRCA_TCGA	0		BRCA	3.0	3	
		Pooled_driver		TGFBR2	F	3	3.0		0.0345		ENSG00000163513		BRCA_TCGA	0		BRCA	3.0	3	
		Pooled_driver		CLASP2	F	3	3.0		0.198		ENSG00000163539		BRCA_TCGA	0		BRCA	3.0	3	
		Pooled_driver		NF2	F	3	2.0	True	0.0415		ENSG00000186575		BRCA_TCGA	0		BRCA	2.0	3	
		Pooled_driver		CSDE1	F	3	2.0		0.245		ENSG00000009307		BRCA_TCGA	0		BRCA	2.0	3	
		Pooled_driver		ZFP36L2	F	3	2.0		0.0055		ENSG00000152518		BRCA_TCGA	0		BRCA	2.0	3	
		Pooled_driver		ACO1	F	3	2.0		0.254		ENSG00000122729		BRCA_TCGA	0		BRCA	2.0	3	
		Pooled_driver		EIF2C3	F	3	2.0		0.8809999999999999		ENSG00000126070		BRCA_TCGA	0		BRCA	2.0	3	
		Pooled_driver		THRAP3	F	3	3.0	True	0.2725		ENSG00000054118		BRCA_TCGA	0		BRCA	3.0	3	
		Pooled_driver		TNPO1	F	3	3.0		0.6940000000000001		ENSG00000083312		BRCA_TCGA	0		BRCA	3.0	3	
		Pooled_driver		EIF4G1	F	3	2.0		0.8765		ENSG00000114867		BRCA_TCGA	0		BRCA	2.0	3	
		Pooled_driver		PHF6	RF	3	3.0	True	0.0205		ENSG00000156531		BRCA_TCGA	0		BRCA	3.0	3	
		Pooled_driver		FUBP1	RF	3	2.0	True	0.0195		ENSG00000162613		BRCA_TCGA	0		BRCA	2.0	3	
		Pooled_driver		PCSK6	F	3	3.0		0.888		ENSG00000140479		BRCA_TCGA	0		BRCA	3.0	3	
		Pooled_driver		SEC24D	F	3	3.0		0.0175		ENSG00000150961		BRCA_TCGA	0		BRCA	3.0	3	
		Pooled_driver		ARNTL	F	3	2.0		0.0785		ENSG00000133794		BRCA_TCGA	0		BRCA	2.0	3	
		Pooled_driver		NDRG1	F	2	2.0	True	0.877		ENSG00000104419		BRCA_TCGA	0		BRCA	2.0	2	
		Pooled_driver		HNRPDL	F	2	2.0		0.0195		ENSG00000152795		BRCA_TCGA	0		BRCA	2.0	2	
		Pooled_driver		HLA-A	F	2	2.0		0.003		ENSG00000206503		BRCA_TCGA	0		BRCA	2.0	2	
		Pooled_driver		CUL1	F	2	2.0		0.213		ENSG00000055130		BRCA_TCGA	0		BRCA	2.0	2	
		Pooled_driver		EIF1AX	RF	2	2.0		0.19399999999999998		ENSG00000173674		BRCA_TCGA	0		BRCA	2.0	2	
		Pooled_driver		TFDP1	F	2	2.0		0.922		ENSG00000198176		BRCA_TCGA	0		BRCA	2.0	2	
		Pooled_driver		GOLGA5	F	2	2.0	True	0.596		ENSG00000066455		BRCA_TCGA	0		BRCA	2.0	2	
		Pooled_driver		ACTB	F	2	2.0		0.8405		ENSG00000075624		BRCA_TCGA	0		BRCA	2.0	2	
		Pooled_driver		PAX5	F	2	2.0	True	0.966		ENSG00000196092		BRCA_TCGA	0		BRCA	2.0	2	
		Pooled_driver		KLF4	F	2	2.0		0.6859999999999999		ENSG00000136826		BRCA_TCGA	0		BRCA	2.0	2	
		Pooled_driver		CARM1	F	2	2.0		0.83		ENSG00000142453		BRCA_TCGA	0		BRCA	2.0	2	
		Pooled_driver		MSR1	F	2	2.0		0.1325		ENSG00000038945		BRCA_TCGA	0		BRCA	2.0	2	
		Pooled_driver		SOS2	F	2	2.0		0.8565		ENSG00000100485		BRCA_TCGA	0		BRCA	2.0	2	
		Pooled_driver		G3BP2	F	2	2.0		0.882		ENSG00000138757		BRCA_TCGA	0		BRCA	2.0	2	
		Pooled_driver		DHX15	F	2	2.0		0.0075		ENSG00000109606		BRCA_TCGA	0		BRCA	2.0	2	
		Pooled_driver		SFPQ	F	2	2.0	True	0.0455		ENSG00000116560		BRCA_TCGA	0		BRCA	2.0	2	
		Pooled_driver		CLSPN	F	2	2.0		0.11599999999999999		ENSG00000092853		BRCA_TCGA	0		BRCA	2.0	2	
		Pooled_driver		AQR	F	2	2.0		0.7445		ENSG00000021776		BRCA_TCGA	0		BRCA	2.0	2	
		Pooled_driver		PIK3R3	F	2	2.0		0.919		ENSG00000117461		BRCA_TCGA	0		BRCA	2.0	2	
		Pooled_driver		CSNK1G3	F	2	2.0		0.0235		ENSG00000151292		BRCA_TCGA	0		BRCA	2.0	2	
		Pooled_driver		FUS	R	2	2.0	True	0.021		ENSG00000089280		BRCA_TCGA	0		BRCA	2.0	2	
		Pooled_driver		ATF1	F	2	2.0	True	0.622		ENSG00000123268		BRCA_TCGA	0		BRCA	2.0	2	
		Pooled_driver		STK11	RF	2	2.0	True	0.0025		ENSG00000118046		BRCA_TCGA	0		BRCA	2.0	2	
		Pooled_driver		ACSL6	F	2	2.0	True	0.0455		ENSG00000164398		BRCA_TCGA	0		BRCA	2.0	2	
		Pooled_driver		PTGS1	F	2	2.0		0.0635		ENSG00000095303		BRCA_TCGA	0		BRCA	2.0	2	
		Pooled_driver		TCF12	F	2	2.0	True	0.0		ENSG00000140262		BRCA_TCGA	0		BRCA	2.0	2	
