ZSCORE_ONCODRIVECLUST	PVALUE_ONCODRIVEFM	DRIVER_LABEL	CLUST_COORDS	SYMBOL	POOL_SIGNALS	MUTS_CS	MUTS_PAM	KNOWN_DRIVER	ONCODRIVE_ROLE	PVALUE_ONCODRIVECLUST	GENE	QVALUE_ONCODRIVEFM	PROJECT	SIGNAL_COUNT	SIGNALS	CANCER_TYPE	MUTS_PAM_SAMPLES	MUTS_CS_SAMPLES	QVALUE_ONCODRIVECLUST
	0.27538726761	Pooled_driver		MLL	F	4	3.0	True	0.0005		ENSG00000118058	0.8459331964010001	THCA_TCGA	0		THCA	3.0	4	
	0.9754253014450001	Pooled_driver		AHNAK	F	4	3.0		0.956		ENSG00000124942	0.999999999999	THCA_TCGA	0		THCA	3.0	4	
	0.5917351838220001	Pooled_driver		PIK3CA	RFC	3	2.0	True	0.9990000000000001		ENSG00000121879	0.999999999999	THCA_TCGA	0		THCA	2.0	3	
	0.00679756119943	Pooled_driver		NSD1	F	3	3.0	True	0.0015		ENSG00000165671	0.113103865513	THCA_TCGA	0		THCA	3.0	3	
	0.8419851918699999	Pooled_driver		ZC3H11A	F	3	2.0		0.3245		ENSG00000058673	0.999999999999	THCA_TCGA	0		THCA	2.0	3	
	0.454498812394	Pooled_driver		WIPF1	F	3	2.0		0.836		ENSG00000115935	0.999999999999	THCA_TCGA	0		THCA	2.0	3	
	0.31910806532200003	Pooled_driver		GNAS	F	3	3.0	True	0.9755		ENSG00000087460	0.9145728762090001	THCA_TCGA	0		THCA	3.0	3	
	0.34569854528399996	Pooled_driver		ARID2	RF	3	2.0	True	0.0185		ENSG00000189079	0.949878112959	THCA_TCGA	0		THCA	2.0	3	
	0.0190551075996	Pooled_driver		PTEN	RFC	3	3.0	True	0.01		ENSG00000171862	0.21535866890799998	THCA_TCGA	0		THCA	2.0	2	
	0.0694125603517	Pooled_driver		KRAS	RFC	3	3.0	True	0.9995		ENSG00000133703	0.423655761187	THCA_TCGA	0		THCA	3.0	3	
	0.56697600054	Pooled_driver		CTNNB1	RF	2	2.0	True	0.982		ENSG00000168036	0.999999999999	THCA_TCGA	0		THCA	2.0	2	
	0.25201933939599996	Pooled_driver		HNRPDL	F	2	2.0		0.0195		ENSG00000152795	0.8116106682709999	THCA_TCGA	0		THCA	2.0	2	
	0.12686465158399998	Pooled_driver		TRIO	F	2	2.0		0.963		ENSG00000038382	0.612838115313	THCA_TCGA	0		THCA	2.0	2	
	0.21615634181200002	Pooled_driver		BPTF	F	2	2.0		0.937		ENSG00000171634	0.775315261949	THCA_TCGA	0		THCA	2.0	2	
	0.672480993495	Pooled_driver		TJP1	F	2	2.0		0.009000000000000001		ENSG00000104067	0.999999999999	THCA_TCGA	0		THCA	2.0	2	
	0.285849296014	Pooled_driver		PPP2R1A	F	2	2.0	True	0.895		ENSG00000105568	0.8604207452889999	THCA_TCGA	0		THCA	2.0	2	
	0.256568266004	Pooled_driver		AKAP9	F	2	2.0	True	0.4245		ENSG00000127914	0.8191836245909999	THCA_TCGA	0		THCA	2.0	2	
	0.154316304894	Pooled_driver		LDHA	F	2	2.0		0.22899999999999998		ENSG00000134333	0.641912962717	THCA_TCGA	0		THCA	2.0	2	
	0.298723060569	Pooled_driver		PRPF8	F	2	2.0		0.713		ENSG00000174231	0.8858173924799999	THCA_TCGA	0		THCA	2.0	2	
	0.17634704499200002	Pooled_driver		CDK12	F	2	2.0	True	0.08900000000000001		ENSG00000167258	0.694946578619	THCA_TCGA	0		THCA	2.0	2	
	0.0657595118124	Pooled_driver		NCK1	F	2	2.0		0.862		ENSG00000158092	0.423655761187	THCA_TCGA	0		THCA	2.0	2	
	0.33889014780599996	Pooled_driver		ARHGAP26	F	2	2.0	True	0.05		ENSG00000145819	0.949878112959	THCA_TCGA	0		THCA	2.0	2	
